TimeStamp;Station.Number;Discrete.Chlorophyll;Salinity;Temperature
1997;32;;13.03;12.99
1997;32;;12.24;12.88
1997;32;;12.86;11.41
1997;32;;12.57;11.49
1997;32;;12.22;11.58
1997;32;;10.28;13.52
1997;32;3;29;22.12
1997;32;3.9;28.59;22.02
1997;32;;28.78;22.15
1997;32;;29.01;22.11
1997;32;15.4;18.26;13.26
1997;32;;21.32;15.51
1997;32;;18.25;13.28
1997;32;;18.14;13.37
1997;32;;18.05;13.49
1997;32;;18;13.59
1997;32;;8.88;12.4
1997;32;;17.93;13.73
1997;32;;28.75;22.18
1997;32;;17.92;13.76
1997;32;;17.82;13.85
1997;32;;17.39;14.16
1997;32;;17.38;14.18
1997;32;21;17.46;14.09
1997;32;;17.37;14.16
1997;32;;29;22.11
1997;32;;28.99;22.12
1997;32;;28.95;22.12
1997;32;;28.86;22.13
1997;32;;17.92;13.76
1997;32;;21.32;15.51
1997;32;;24.18;16.42
1997;32;;21.29;15.54
1997;32;;20.9;14.48
1997;32;10.1;20.74;14.95
1997;32;3.4;30.32;21.88
1997;32;;30.32;21.88
1997;32;;30.31;21.89
1997;32;;30.3;21.9
1997;32;;30.29;21.91
1997;32;;20.94;14.47
1997;32;;30.27;21.91
1997;32;;30.26;21.91
1997;32;;30.26;21.91
1997;32;;30.26;21.9
1997;32;3.5;30.26;21.9
1997;32;;30.26;21.9
1997;32;;9.64;10.07
1997;32;0.9;9.68;10.14
1997;32;;30.27;21.91
1997;32;;9.86;10.28
1997;32;;21.1;14.49
1997;32;;21.24;14.59
1997;32;;21.24;14.49
1997;32;;21.24;14.49
1997;32;6.3;21.34;13.08
1997;32;;21.24;13.1
1997;32;;21.16;13.12
1997;32;;21.1;13.14
1997;32;;21.07;13.14
1997;32;;21.18;14.56
1997;32;;21.05;13.15
1997;32;;20.97;13.17
1997;32;;20.92;13.18
1997;32;;20.79;13.21
1997;32;7.3;20.09;13.34
1997;32;;19.33;13.54
1997;32;;21.25;14.5
1997;32;;21.26;14.54
1997;32;;21.03;13.15
1997;32;;21.31;15.51
1997;32;;9.89;10.31
1997;32;;9.93;10.34
1997;32;;24.05;16.5
1997;32;17.8;24.08;16.45
1997;32;;24.13;16.42
1997;32;;24.15;16.43
1997;32;;24.17;16.42
1997;32;;24.17;16.42
1997;32;6.3;9.97;12.4
1997;32;;30.4;18.59
1997;32;;24.19;16.41
1997;32;;24.19;16.38
1997;32;;24.19;16.38
1997;32;24.7;24.19;16.37
1997;32;;21;15.97
1997;32;24.9;20.93;16.14
1997;32;;21.18;15.65
1997;32;;21.23;15.6
1997;32;;24.19;16.4
1997;32;;9.91;10.33
1997;32;;30.4;18.59
1997;32;;30.4;18.58
1997;32;;9.97;10.36
1997;32;;9.97;10.36
1997;32;;20.6;15.63
1997;32;;30.36;18.54
1997;32;2.8;30.36;18.55
1997;32;;30.36;18.55
1997;32;;30.37;18.55
1997;32;;30.4;18.58
1997;32;;30.39;18.58
1997;32;;30.4;18.58
1997;32;;30.4;18.58
1997;32;;9.98;10.37
1997;32;;9.99;10.37
1997;32;;9.99;10.37
1997;32;0.9;9.99;10.38
1997;32;;30.4;18.58
1997;32;;30.39;18.58
1997;32;;9.94;12.4
1997;32;;17.96;13.68
1997;32;;11;11.87
1997;32;;17.86;12.19
1997;32;;18.03;12.18
1997;32;;18.08;12.18
1997;32;;26.33;20.55
1997;32;1.7;26.37;20.59
1997;32;;26.42;20.64
1997;32;;26.44;20.66
1997;32;;26.49;20.7
1997;32;;26.51;20.7
1997;32;;26.52;20.71
1997;32;;26.55;20.71
1997;32;;26.56;20.71
1997;32;;26.56;20.71
1997;32;;26.57;20.71
1997;32;1.8;26.57;20.71
1997;32;;11.37;11.78
1997;32;;17.18;12.23
1997;32;9;16.84;12.26
1997;32;;16.69;12.27
1997;32;;20.85;15.32
1997;32;;20.87;15.32
1997;32;;20.88;15.32
1997;32;;20.89;15.32
1997;32;;29.88;18.39
1997;32;3;29.91;18.38
1997;32;;30;18.3
1997;32;;18.13;12.16
1997;32;;30.15;18.14
1997;32;;30.21;18.11
1997;32;;30.24;18.09
1997;32;;30.25;18.09
1997;32;;30.25;18.09
1997;32;;30.25;18.09
1997;32;;30.26;18.09
1997;32;0.9;30.26;18.09
1997;32;;30.17;18.14
1997;32;;18.2;12.15
1997;32;4.4;29.2;22.31
1997;32;;29.2;22.31
1997;32;39.6;22.92;18.37
1997;32;;22.65;18.64
1997;32;;11.61;12.53
1997;32;;11.61;12.53
1997;32;63.9;11.61;12.53
1997;32;;22.55;18.75
1997;32;;22.52;18.79
1997;32;17.9;18.36;12.16
1997;32;;22.52;18.81
1997;32;;22.52;18.81
1997;32;;22.51;18.88
1997;32;43.4;22.48;18.94
1997;32;;22.41;19.01
1997;32;;9.56;12.39
1997;32;;9.47;12.39
1997;32;;9.22;12.38
1997;32;;22.52;18.8
1997;32;;20.84;15.32
1997;32;;18.34;12.16
1997;32;;18.31;12.15
1997;32;;29.11;22.35
1997;32;;28.95;22.41
1997;32;;28.94;22.42
1997;32;;28.93;22.42
1997;32;;28.89;22.44
1997;32;;28.86;22.45
1997;32;;28.86;22.45
1997;32;;18.32;12.15
1997;32;5.3;28.83;22.46
1997;32;;20.92;15.31
1997;32;;20.98;15.3
1997;32;;21;15.29
1997;32;;21.01;15.27
1997;32;;21.02;15.25
1997;32;14.6;21.03;15.25
1997;32;;18.26;12.15
1997;32;;28.71;22.49
1997;32;;20.83;15.32
1997;32;;17.68;12.2
1997;32;;20.83;15.32
1997;32;53.3;11.32;12.48
1997;32;;9.86;12.4
1997;32;;11.32;12.48
1997;32;;5.51;12.54
1997;32;1.1;7.72;12.4
1997;32;;11.6;12.53
1997;32;;9.67;12.4
1997;32;;9.76;12.4
1997;32;;9.85;12.4
1997;32;11.9;20.83;15.32
1997;32;;11.55;12.53
1997;32;;11.52;12.52
1997;32;;11.43;12.51
1997;32;;11.34;12.49
1997;32;;11.23;12.46
1997;32;;9.9;12.08
1997;32;;9.91;12.4
1997;32;;11.59;12.53
1997;33;;17.89;12.2
1997;33;;20.25;13.31
1997;33;;9.43;13.7
1997;33;;20.41;17.77
1997;33;;20.41;17.7
1997;33;;20.67;16.64
1997;33;;21.05;15.91
1997;33;;21.22;15.57
1997;33;;21.18;15.61
1997;33;;21.3;15.5
1997;33;;21.32;15.48
1997;33;;21.33;15.48
1997;33;;21.32;15.48
1997;33;;20.53;13.27
1997;33;;17.91;12.21
1997;33;;20.35;13.3
1997;33;;21.32;15.48
1997;33;;21.15;15.65
1997;33;;20.07;13.34
1997;33;;8.49;12.32
1997;33;;17.02;13.85
1997;33;;9.46;13.68
1997;33;;9.54;13.66
1997;33;;8.85;13.91
1997;33;;8.75;13.95
1997;33;;8.74;13.95
1997;33;;8.63;13.96
1997;33;;8.57;13.97
1997;33;;8.55;13.98
1997;33;;9.64;13.63
1997;33;;9.64;13.63
1997;33;;23.69;16.48
1997;33;;23.69;16.48
1997;33;;23.67;16.49
1997;33;;23.7;16.49
1997;33;;23.87;16.47
1997;33;;23.9;16.47
1997;33;;23.91;16.46
1997;33;;23.92;16.45
1997;33;;24.01;16.43
1997;33;;24.04;16.42
1997;33;;24.06;16.41
1997;33;;24.09;16.39
1997;33;;20.58;13.26
1997;33;;8.45;12.32
1997;33;;16.96;13.85
1997;33;;18.78;13.53
1997;33;;20.78;13.22
1997;33;;20.49;17.45
1997;33;;20.93;13.18
1997;33;;21.25;14.16
1997;33;;21.25;14.14
1997;33;;21.24;14.15
1997;33;;21.18;14.2
1997;33;;20.91;13.19
1997;33;;21.08;14.34
1997;33;;21.04;14.37
1997;33;;20.97;14.4
1997;33;;20.82;14.39
1997;33;;20.68;14.4
1997;33;;20.5;14.47
1997;33;;20.23;14.51
1997;33;;18.13;13.31
1997;33;;9.32;12.31
1997;33;;18.13;13.3
1997;33;;18.15;13.3
1997;33;;18.15;13.3
1997;33;;18.14;13.31
1997;33;;18.07;13.38
1997;33;;17.89;13.56
1997;33;;17.58;13.84
1997;33;;17.56;13.86
1997;33;;17.52;13.89
1997;33;;17.36;13.99
1997;33;;17.11;14.31
1997;33;;17.08;14.4
1997;33;;17.07;14.42
1997;33;;19.94;14.84
1997;33;;18.14;13.3
1997;33;;9.31;12.31
1997;33;;21.13;14.28
1997;33;;9.24;13.78
1997;33;;17.85;12.19
1997;33;;17.84;12.19
1997;33;;17.86;12.2
1997;33;;17.86;12.19
1997;33;;17.83;12.19
1997;33;;17.67;12.2
1997;33;;16.85;12.21
1997;33;;16.19;12.24
1997;33;;15.8;12.25
1997;33;;9.26;12.3
1997;33;;9.16;12.29
1997;33;;9.1;12.28
1997;33;;15.71;12.26
1997;33;;8.9;12.26
1997;33;;8.74;12.25
1997;33;;17.87;12.2
1997;33;;17.89;12.2
1997;33;;8.73;12.27
1997;33;;8.57;12.31
1997;33;;8.53;12.32
1997;33;;20.98;13.17
1997;33;;9.06;12.28
1997;33;;20.95;13.18
1997;34;;29.73;22.1
1997;34;;29.72;22.11
1997;34;;29.71;22.1
1997;34;;8.11;12.16
1997;34;;29.71;22.1
1997;34;;9.35;9.49
1997;34;;8.49;12.2
1997;34;;29.68;22.06
1997;34;;9.46;9.47
1997;34;;29.73;22.1
1997;34;;9.52;9.48
1997;34;;8.37;12.18
1997;34;;29.73;22.1
1997;34;;7.8;14.12
1997;34;;7.83;14.12
1997;34;;8.67;12.21
1997;34;;8.65;12.21
1997;34;;8.63;12.2
1997;34;;8.57;12.2
1997;34;;20.95;19.17
1997;34;35.8;20.93;19.15
1997;34;;9.24;9.42
1997;34;;9.24;9.48
1997;34;;9.27;9.52
1997;34;;9.3;9.54
1997;34;;20.94;19.13
1997;34;;19.4;14.6
1997;34;;19.22;13.5
1997;34;;19.45;13.46
1997;34;;19.69;13.43
1997;34;;19.77;13.42
1997;34;;19.84;13.41
1997;34;;20.93;19.13
1997;34;29;20.93;19.14
1997;34;;8.13;13.98
1997;34;;8.11;14
1997;34;;8.1;14.01
1997;34;;7.95;14.07
1997;34;;7.8;14.13
1997;34;;17.88;13.65
1997;34;;7.82;14.12
1997;34;;7.78;14.13
1997;34;;29.73;22.1
1997;34;;18.92;13.55
1997;34;;23.31;16.45
1997;34;;29.76;18.41
1997;34;;20.4;16.27
1997;34;;20.46;15.07
1997;34;;20.45;15.01
1997;34;;2.84;12.42
1997;34;;25.1;19.23
1997;34;;25.09;19.23
1997;34;;25.08;19.24
1997;34;;25.02;19.3
1997;34;;24.97;19.3
1997;34;;24.92;19.32
1997;34;;24.82;19.39
1997;34;;20.14;16.62
1997;34;3.2;27.99;22.01
1997;34;;27.99;22.01
1997;34;;27.99;22.01
1997;34;;27.99;22.01
1997;34;;27.92;22.02
1997;34;;27.6;22.02
1997;34;4.8;27.17;22.11
1997;34;;20.41;16.24
1997;34;;20.4;16.25
1997;34;;20.4;16.25
1997;34;;20.39;16.25
1997;34;;20.51;15.14
1997;34;;20.52;15.15
1997;34;;2.58;12.5
1997;34;;17.01;13.97
1997;34;;17.02;13.97
1997;34;;17.07;13.9
1997;34;;17.08;13.89
1997;34;;17.3;13.69
1997;34;;17.36;13.67
1997;34;;26.83;22.23
1997;34;;17.41;13.65
1997;34;;17.47;13.62
1997;34;;17.48;13.62
1997;34;;17.48;13.62
1997;34;;20.5;15.15
1997;34;;20.48;15.08
1997;34;;20.56;14.59
1997;34;;20.55;14.61
1997;34;;20.51;14.64
1997;34;;20.39;16.25
1997;34;;17.47;13.62
1997;34;;26.2;20.95
1997;34;;26.21;20.9
1997;34;;26.21;20.9
1997;34;;9.85;12.39
1997;34;;9.85;12.39
1997;34;;9.85;12.4
1997;34;;4.17;12.39
1997;34;;5.07;12.39
1997;34;;8.16;12.11
1997;34;;9.33;11.95
1997;34;;11.68;11.72
1997;34;;27.97;22.1
1997;34;;23.26;16.39
1997;34;;27.84;22.24
1997;34;;27.62;22.42
1997;34;;27.55;22.47
1997;34;;27.49;22.5
1997;34;;29.77;18.41
1997;34;;29.77;18.41
1997;34;;29.77;18.42
1997;34;;29.77;18.42
1997;34;;29.77;18.42
1997;34;;29.76;18.42
1997;34;;27.73;22.34
1997;34;;29.76;18.4
1997;34;;23.26;16.37
1997;34;;23.33;16.43
1997;34;;26.21;20.9
1997;34;;26.22;20.9
1997;34;;26.22;20.9
1997;34;;26.22;20.9
1997;34;;19.78;14.38
1997;34;;20.11;14.45
1997;34;;20.43;14.53
1997;34;;16.16;12.21
1997;34;;16.67;12.21
1997;34;;23.28;16.41
1997;34;;16.7;12.21
1997;34;;16.78;12.22
1997;34;;16.79;12.23
1997;34;;16.81;12.23
1997;34;;23.43;16.42
1997;34;;16.82;12.23
1997;34;;10.64;12.07
1997;34;;10.02;12.27
1997;34;;9.84;12.39
1997;34;;23.34;16.42
1997;34;;16.74;12.22
1997;34;;20.52;15.16
1997;35;;19.77;17.32
1997;35;;19.88;15.11
1997;35;;23;16.38
1997;35;;23.02;16.38
1997;35;;23.09;16.4
1997;35;;23.12;16.43
1997;35;;19.61;17.38
1997;35;;19.61;17.98
1997;35;;19.59;17.74
1997;35;;19.92;15.13
1997;35;;15.2;12.25
1997;35;;6.9;12.05
1997;35;;8.19;12.37
1997;35;;8.53;12.45
1997;35;;8.71;12.48
1997;35;;8.95;12.49
1997;35;;9.13;12.49
1997;35;;22.98;16.38
1997;35;;9.25;12.49
1997;35;;22.93;16.37
1997;35;;15.54;12.26
1997;35;;19.85;13.4
1997;35;;15.8;12.25
1997;35;;15.77;12.25
1997;35;;15.77;12.25
1997;35;;15.77;12.25
1997;35;;16.81;14.11
1997;35;;15.7;12.26
1997;35;;19.73;14.53
1997;35;;19.73;14.53
1997;35;;19.73;14.53
1997;35;;19.72;14.55
1997;35;;19.68;14.55
1997;35;;19.66;14.55
1997;35;;19.6;14.61
1997;35;;19.51;14.75
1997;35;;22.49;16.32
1997;35;;19.79;13.42
1997;35;;9.38;12.49
1997;35;;19.82;15.14
1997;35;;6.71;14.13
1997;35;;6.7;14.13
1997;35;;6.68;14.13
1997;35;;6.53;14.13
1997;35;;6.32;14.13
1997;35;;16.83;14.21
1997;35;;16.85;14.13
1997;35;;16.84;14.12
1997;35;;16.83;14.1
1997;35;;16.83;14.07
1997;35;;20.05;16.52
1997;35;;20.02;16.57
1997;35;;19.97;16.8
1997;35;;19.93;16.91
1997;35;;19.9;17.12
1997;35;;6.79;14.15
1997;35;;19.85;15.14
1997;35;;16.82;14.21
1997;35;;16.96;13.37
1997;35;;19.8;15.15
1997;35;;19.78;15.18
1997;35;;19.76;15.25
1997;35;;19.71;15.19
1997;35;;23.19;16.49
1997;35;;15.39;12.26
1997;35;;19.7;15.16
1997;35;;16.79;14.34
1997;35;;16.82;14.24
1997;35;;16.82;14.24
1997;35;;19.57;13.46
1997;35;;19.32;13.49
1997;35;;18.81;13.56
1997;35;;18.47;13.6
1997;35;;17.92;13.51
1997;35;;15.31;12.25
1997;35;;19.7;13.43
1997;36;;28.69;22.19
1997;36;28.4;21.86;16.13
1997;36;;21.98;16.14
1997;36;;22.15;16.19
1997;36;;22.4;16.3
1997;36;;22.51;16.34
1997;36;24.6;22.55;16.36
1997;36;29.4;18.96;13.54
1997;36;;16.63;13.66
1997;36;38.3;16.5;14.22
1997;36;;16.51;14.21
1997;36;;16.5;14.19
1997;36;;16.49;14.19
1997;36;;16.43;14.23
1997;36;;16.39;14.24
1997;36;;21.72;16.11
1997;36;;19.08;13.53
1997;36;11.8;19.28;14.43
1997;36;;19.29;13.51
1997;36;3.7;28.68;18.05
1997;36;;28.67;18.05
1997;36;40.9;19.6;15.3
1997;36;;19.59;15.3
1997;36;;19.58;15.28
1997;36;;19.53;15.24
1997;36;;19.26;15.02
1997;36;;19.12;14.82
1997;36;1.6;28.97;18.33
1997;36;44.9;19.1;14.79
1997;36;53.2;19.59;16.91
1997;36;;19.52;17.08
1997;36;;19.52;17.1
1997;36;;19.48;17.08
1997;36;;19.43;17.05
1997;36;;19.33;17.19
1997;36;53.2;19.17;17.22
1997;36;;18.86;18.27
1997;36;;19.1;14.81
1997;36;;19.19;13.52
1997;36;;28.96;18.33
1997;36;;28.91;18.32
1997;36;18.8;19.33;13.5
1997;36;1;8.73;10.09
1997;36;;8.66;10.05
1997;36;;8.6;9.98
1997;36;;8.58;9.95
1997;36;;8.56;9.93
1997;36;;8.54;9.92
1997;36;1;8.5;9.91
1997;36;;28.94;18.33
1997;36;;8.44;9.9
1997;36;;19.48;14.48
1997;36;;19.55;14.48
1997;36;;19.51;14.49
1997;36;;18.66;14.94
1997;36;;28.23;18.41
1997;36;2.8;28.69;18.39
1997;36;;28.85;18.34
1997;36;;28.89;18.33
1997;36;21.9;19.31;14.46
1997;36;41.2;16.17;14.42
1997;36;;23.98;19.17
1997;36;;23.93;19.18
1997;36;16.4;5.91;14.35
1997;36;;15.66;15.01
1997;36;;5.94;14.37
1997;36;;5.78;14.33
1997;36;;5.47;14.29
1997;36;8.3;4.56;14.27
1997;36;;3.8;14.25
1997;36;;8.57;12.53
1997;36;;29.24;18.33
1997;36;;28.77;18.15
1997;36;;28.67;18.06
1997;36;;28.67;18.05
1997;36;;28.48;22.14
1997;36;7.8;28.55;22.19
1997;36;;28.62;22.2
1997;36;;28.66;22.19
1997;36;;29.1;18.33
1997;36;;28.68;22.19
1997;36;40.2;8.6;12.57
1997;36;;8.68;12.64
1997;36;30.6;8.96;12.68
1997;36;11.1;26.25;22.72
1997;36;;26.25;22.72
1997;36;;26.16;22.76
1997;36;;25.92;22.84
1997;36;10;25.44;22.84
1997;36;;24.98;22.82
1997;36;;8.61;12.6
1997;36;3.7;8.57;12.52
1997;36;;8.4;12.52
1997;36;;8.31;12.52
1997;36;;8.1;12.49
1997;36;;7.92;12.5
1997;36;3.7;7.4;12.38
1997;36;;6.82;12.06
1997;36;;8.76;12.66
1997;36;;8.49;12.52
1997;36;;8.9;12.67
1997;36;;8.86;12.67
1997;36;;11.18;11.72
1997;36;;25.23;20.6
1997;36;;25.26;20.63
1997;36;;25.33;20.68
1997;36;;25.38;20.72
1997;36;1.3;25.41;20.73
1997;36;;5.9;12.46
1997;36;0.9;7.82;12.26
1997;36;;10.35;11.88
1997;36;;24.72;20.26
1997;36;;11.6;11.64
1997;36;;11.68;11.63
1997;36;;11.78;11.61
1997;36;35;14.83;12.27
1997;36;;14.82;12.27
1997;36;;14.8;12.27
1997;36;;14.71;12.26
1997;36;;14.66;12.26
1997;36;;14.63;12.25
1997;36;30.1;14.47;12.23
1997;36;;14.27;12.2
1997;36;3.5;24;19.18
1997;36;;24;19.18
1997;36;;23.99;19.18
1997;36;;23.98;19.17
1997;36;9.4;28.69;22.19
1997;36;3;23.97;19.17
1997;36;;25.19;20.6
1997;36;1.9;24.85;20.39
1997;4;;2.73;21.79
1997;4;;3.88;21.68
1997;4;;2.8;21.75
1997;4;;2.85;21.73
1997;4;;2.87;21.72
1997;4;;2.87;21.72
1997;4;;2.88;21.72
1997;4;;3.05;21.65
1997;4;;3.23;21.62
1997;4;;3.56;21.66
1997;4;;3.86;21.68
1997;4;;0.06;10.78
1997;4;;0.06;10.77
1997;4;;2.56;22.03
1997;4;;9.04;19.55
1997;4;;9.02;19.55
1997;4;;8.97;19.55
1997;4;;8.96;19.55
1997;4;;8.94;19.54
1997;4;;8.95;19.55
1997;4;;8.93;19.54
1997;4;;8.69;19.54
1997;4;;8.12;19.54
1997;4;;6.86;19.58
1997;4;;6.53;19.63
1997;4;;6.4;19.66
1997;4;;6.32;19.69
1997;4;;0.06;10.77
1997;4;;5.99;19.78
1997;4;;0.07;10.95
1997;4;;0.07;10.94
1997;4;;0.06;10.88
1997;4;;0.06;10.85
1997;4;;0.06;10.8
1997;4;;0.06;10.78
1997;4;;0.06;10.79
1997;4;;0.06;10.78
1997;4;;0.06;10.78
1997;4;;0.06;10.78
1997;4;;0.06;10.78
1997;4;;0.06;10.78
1997;4;;0.06;10.78
1997;4;;0.06;10.78
1997;4;;0.07;10.95
1997;4;;2.5;22.17
1997;4;;2.72;21.74
1997;4;;1.65;17.59
1997;4;;0.28;19.65
1997;4;;0.28;19.65
1997;4;;0.28;19.65
1997;4;;0.3;19.65
1997;4;;0.31;19.66
1997;4;;0.32;19.66
1997;4;;0.32;19.66
1997;4;;0.32;19.66
1997;4;;0.32;19.67
1997;4;;0.34;19.67
1997;4;;1.72;21.23
1997;4;;1.42;21.08
1997;4;;1.38;21.06
1997;4;;1.46;22.13
1997;4;;0.28;19.65
1997;4;;1.47;21.85
1997;4;;1.48;21.77
1997;4;;1.48;21.77
1997;4;;1.49;21.76
1997;4;;1.49;21.76
1997;4;;1.49;21.76
1997;4;;1.49;21.76
1997;4;;0.1;15.37
1997;4;;1.49;21.76
1997;4;;1.48;21.76
1997;4;;1.48;21.76
1997;4;;1.48;21.76
1997;4;;1.48;21.76
1997;4;;1.48;21.76
1997;4;;1.25;17.71
1997;4;;1.47;21.78
1997;4;;1.37;17.65
1997;4;;0.26;19.66
1997;4;;0.1;15.32
1997;4;;0.1;15.37
1997;4;;0.1;15.37
1997;4;;0.1;15.37
1997;4;;0.1;15.37
1997;4;;2.72;21.82
1997;4;;0.1;15.36
1997;4;;2.87;21.72
1997;4;;2.95;21.77
1997;4;;2.98;21.81
1997;4;;3.04;21.85
1997;4;;3.05;21.85
1997;4;;3.21;21.55
1997;4;;3.27;21.42
1997;4;;3.39;21.33
1997;4;;0.1;15.32
1997;4;;3.44;21.29
1997;4;;3.51;21.25
1997;4;;3.52;21.25
1997;4;;3.54;21.25
1997;4;;3.55;21.25
1997;4;;2.06;21.45
1997;4;;2.23;21.54
1997;4;;2.71;21.76
1997;4;;2.77;21.77
1997;4;;0.1;15.36
1997;4;;0.1;15.35
1997;4;;0.1;15.33
1997;4;;0.1;15.33
1997;4;;0.1;15.33
1997;4;;0.1;15.32
1997;4;;3.47;21.26
1997;4;;1.48;17.62
1997;4;;1.48;21.76
1997;4;;1.27;21.06
1997;4;;1.26;21.07
1997;4;;1.2;21.07
1997;4;;1.16;21.1
1997;4;;1.11;21.21
1997;4;;1.09;21.27
1997;4;;1.09;21.33
1997;4;;1.31;21.05
1997;4;;0.09;11.36
1997;4;;0.09;11.36
1997;4;;0.09;11.36
1997;4;;0.09;11.34
1997;4;;0.09;11.34
1997;4;;0.09;11.33
1997;4;;1.77;17.6
1997;4;;0.09;11.32
1997;4;;0.09;11.16
1997;4;;0.09;11.12
1997;4;;0.35;19.68
1997;4;;0.35;19.68
1997;4;;0.35;19.68
1997;4;;0.09;11.08
1997;4;;0.09;11.06
1997;4;;0.09;11.07
1997;4;;0.09;11.2
1997;4;;0.09;11.15
1997;4;;0.09;11.12
1997;4;;0.09;11.08
1997;4;;0.09;11.08
1997;4;;0.09;11.3
1997;4;;1.77;17.6
1997;4;;0.1;15.36
1997;4;;1.78;17.6
1997;4;;1.75;17.59
1997;4;;1.76;17.59
1997;4;;1.78;17.6
1997;4;;1.77;17.6
1997;4;;1.77;17.6
1997;4;;1.78;17.6
1997;4;;1.75;17.59
1997;4;;1.75;17.59
1997;4;;1.77;17.6
1997;4;;1.61;17.6
1997;649;;0.09;10.72
1997;649;;2.56;19.51
1997;649;;2.56;19.5
1997;649;;2.56;19.5
1997;649;;2.56;19.49
1997;649;;0.09;14.8
1997;649;;0.09;14.8
1997;649;6.7;0.09;14.8
1997;649;;0.06;10.77
1997;649;;0.06;10.77
1997;649;;0.09;10.72
1997;649;;0.06;10.77
1997;649;;0.06;10.77
1997;649;;0.06;10.77
1997;649;;0.06;10.78
1997;649;;0.06;10.77
1997;649;;0.09;10.73
1997;649;;0.09;10.73
1997;649;2.7;2.28;19.61
1997;649;;2.31;19.6
1997;649;;2.37;19.59
1997;649;;0.09;14.81
1997;649;6.3;0.09;14.81
1997;649;;0.09;14.81
1997;649;;0.09;14.81
1997;649;;0.09;14.81
1997;649;;0.09;10.72
1997;649;;0.09;14.81
1997;649;;2.51;19.53
1997;649;;0.09;10.74
1997;649;3.6;0.09;10.74
1997;649;;0.09;10.74
1997;649;;0.09;10.73
1997;649;;0.09;10.73
1997;649;;0.06;10.77
1997;649;;0.09;10.72
1997;649;;0.09;14.8
1997;649;;0.06;10.77
1997;649;;2.56;19.49
1997;649;;0.06;10.78
1997;649;2.5;4.15;17.2
1997;649;;4.14;17.19
1997;649;;4.13;17.19
1997;649;;4.13;17.19
1997;649;;0.18;17.89
1997;649;;0.18;17.89
1997;649;;0.18;17.89
1997;649;3.2;0.35;21.23
1997;649;;0.18;17.89
1997;649;;0.18;17.89
1997;649;;0.18;17.89
1997;649;;0.18;17.89
1997;649;;0.17;17.89
1997;649;;0.18;17.89
1997;649;;0.17;17.89
1997;649;;0.17;17.89
1997;649;;0.18;17.89
1997;649;;0.34;21.24
1997;649;;0.32;21.21
1997;649;;0.19;21.14
1997;649;1.5;0.06;10.77
1997;649;;0.06;10.77
1997;649;2.4;2.57;19.49
1997;649;;4.03;17.15
1997;649;2;4.04;17.16
1997;649;;0.11;21.19
1997;649;3.1;0.11;21.16
1997;649;;4.03;17.16
1997;649;;4.05;17.17
1997;649;;4.06;17.17
1997;649;;4.06;17.17
1997;649;;4.08;17.18
1997;649;;4.09;17.18
1997;649;;2.34;19.6
1997;649;;0.12;21.14
1997;649;;0.13;21.12
1997;649;;0.14;21.12
1997;649;;0.06;10.77
1997;649;;0.14;21.12
1997;649;;0.09;14.81
1997;649;;0.23;21.58
1997;649;;0.1;19.87
1997;649;;0.1;19.85
1997;649;;0.24;21.65
1997;649;;0.26;21.64
1997;649;;0.26;21.64
1997;649;;0.26;21.64
1997;649;;0.27;21.64
1997;649;;0.27;21.64
1997;649;;0.27;21.64
1997;649;2.7;0.28;21.65
1997;649;;0.1;19.84
1997;649;;0.1;19.84
1997;649;3.9;0.1;19.84
1997;649;;0.23;21.59
1997;649;2.6;0.23;21.59
1997;649;;0.23;21.59
1997;649;;0.23;21.58
1997;649;;0.24;21.57
1997;649;;0.25;21.56
1997;649;;0.32;21.67
1997;649;;0.34;21.7
1997;649;;0.36;21.75
1997;649;2.6;0.43;21.85
1997;649;;0.21;22.38
1997;649;2.8;0.24;22.36
1997;649;;0.1;19.91
1997;649;;0.3;22.42
1997;649;2.7;0.34;22.47
1997;649;;0.34;22.49
1997;649;;0.26;22.37
1997;649;;0.35;22.49
1997;649;;0.1;19.94
1997;649;;0.23;21.67
1997;649;2.7;0.24;21.66
1997;649;;0.1;19.93
1997;649;;0.24;21.65
1997;649;3.5;0.1;19.94
1997;649;;0.34;22.47
1997;649;;0.34;22.47
1997;649;;0.34;22.48
1997;649;;0.33;22.47
1997;649;;0.1;19.94
1997;657;;0.1;22.09
1997;657;;0.08;19.13
1997;657;;0.1;22.09
1997;657;;0.07;22.67
1997;657;;0.07;22.67
1997;657;2.5;0.07;22.66
1997;657;;0.07;22.65
1997;657;1.6;0.1;22.09
1997;657;;0.07;22.61
1997;657;;0.07;22.59
1997;657;;0.07;22.58
1997;657;;0.07;22.58
1997;657;;0.07;22.56
1997;657;;0.1;22.08
1997;657;;0.1;22.1
1997;657;;0.1;22.08
1997;657;;0.07;22.64
1997;657;;0.1;22.07
1997;657;;0.08;21.62
1997;657;;0.08;21.61
1997;657;;0.08;21.61
1997;657;3.6;0.08;21.61
1997;657;;0.09;10.56
1997;657;;0.09;10.56
1997;657;;0.08;21.63
1997;657;;0.09;10.56
1997;657;;0.09;10.57
1997;657;;0.09;10.58
1997;657;18.2;0.1;18.6
1997;657;;0.1;18.6
1997;657;;0.1;18.6
1997;657;;0.1;18.6
1997;657;;0.09;10.56
1997;657;;0.08;21.63
1997;657;;0.08;21.63
1997;657;2.8;0.08;21.63
1997;657;1.9;0.1;22.06
1997;657;;0.1;22.07
1997;657;2.1;0.08;19.13
